src	tgt
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e .	▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me .
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e . [SEP] ▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me . [SEP] ▁Okay ▁but ▁I ▁was ▁pub lished ▁in ▁new ▁y ork er ▁once	▁You ▁better ▁not ▁make ▁any ▁spelling ▁mistakes .
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e . [SEP] ▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me . [SEP] ▁Okay ▁but ▁I ▁was ▁pub lished ▁in ▁new ▁y ork er ▁once [SEP] ▁You ▁better ▁not ▁make ▁any ▁spelling ▁mistakes . [SEP] ▁I ▁have ▁not . ▁I ▁can ▁cook ▁any ▁word ▁you ▁want ▁me ▁to	▁What ▁is ▁your ▁eth n ic ity ? ▁I ' m ▁white , ▁and ▁my ▁hair ▁is ▁brown .
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e . [SEP] ▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me . [SEP] ▁Okay ▁but ▁I ▁was ▁pub lished ▁in ▁new ▁y ork er ▁once [SEP] ▁You ▁better ▁not ▁make ▁any ▁spelling ▁mistakes . [SEP] ▁I ▁have ▁not . ▁I ▁can ▁cook ▁any ▁word ▁you ▁want ▁me ▁to [SEP] ▁What ▁is ▁your ▁eth n ic ity ? ▁I ' m ▁white , ▁and ▁my ▁hair ▁is ▁brown . [SEP] ▁I ' m ▁as ian ▁and ▁have ▁no ▁hair .	▁I ▁love ▁hair less ▁as ians . ▁Do ▁you ▁like ▁car r ots ?
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e . [SEP] ▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me . [SEP] ▁Okay ▁but ▁I ▁was ▁pub lished ▁in ▁new ▁y ork er ▁once [SEP] ▁You ▁better ▁not ▁make ▁any ▁spelling ▁mistakes . [SEP] ▁I ▁have ▁not . ▁I ▁can ▁cook ▁any ▁word ▁you ▁want ▁me ▁to [SEP] ▁What ▁is ▁your ▁eth n ic ity ? ▁I ' m ▁white , ▁and ▁my ▁hair ▁is ▁brown . [SEP] ▁I ' m ▁as ian ▁and ▁have ▁no ▁hair . [SEP] ▁I ▁love ▁hair less ▁as ians . ▁Do ▁you ▁like ▁car r ots ? [SEP] ▁I ▁love ▁car r ots . ▁I ▁eat ▁car r ots ▁like ▁a ▁horse .	▁Are ▁you ▁male ▁or ▁female ?
▁your ▁person a : ▁I ' m ▁very ▁athlet ic . [SEP] ▁your ▁person a : ▁I ▁wear ▁contact s . [SEP] ▁your ▁person a : ▁I ▁have ▁brown ▁hair . [SEP] ▁your ▁person a : ▁I ▁love ▁b icy c ling . [SEP] ▁your ▁person a : ▁I ▁hate ▁car r ots . [SEP] ▁Hi ! ▁I ▁work ▁as ▁a ▁g our met ▁cook . [SEP] ▁I ▁don ' t ▁like ▁car r ots . ▁I ▁throw ▁them ▁away . [SEP] ▁Really . ▁But , ▁I ▁can ▁sing ▁pitch ▁perfect . [SEP] ▁I ▁also ▁cook , ▁and ▁I ▁ride ▁my ▁bike ▁to ▁work . [SEP] ▁Great ! ▁I ▁had ▁won ▁an ▁aw ard ▁for ▁spelling ▁be e . [SEP] ▁My ▁contact s ▁can ▁see ▁through ▁what ▁you ▁are ▁trying ▁to ▁sell ▁me . [SEP] ▁Okay ▁but ▁I ▁was ▁pub lished ▁in ▁new ▁y ork er ▁once [SEP] ▁You ▁better ▁not ▁make ▁any ▁spelling ▁mistakes . [SEP] ▁I ▁have ▁not . ▁I ▁can ▁cook ▁any ▁word ▁you ▁want ▁me ▁to [SEP] ▁What ▁is ▁your ▁eth n ic ity ? ▁I ' m ▁white , ▁and ▁my ▁hair ▁is ▁brown . [SEP] ▁I ' m ▁as ian ▁and ▁have ▁no ▁hair . [SEP] ▁I ▁love ▁hair less ▁as ians . ▁Do ▁you ▁like ▁car r ots ? [SEP] ▁I ▁love ▁car r ots . ▁I ▁eat ▁car r ots ▁like ▁a ▁horse . [SEP] ▁Are ▁you ▁male ▁or ▁female ? [SEP] ▁I ▁work ▁as ▁a ▁g our met ▁cook ▁who ▁also ▁has ▁a ▁pitch ▁perfect ▁voice .	▁I ▁doubt ▁that ▁very ▁much . ▁You ▁probably ▁like ▁to ▁scream ▁alone .
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today	▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested !
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids	▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing .
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids [SEP] ▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing . [SEP] ▁What ▁do ▁you ▁we ld ? ▁H ous es ?	▁Everything ! ▁I ▁am ▁actually ▁man ly . ▁But ▁I ' ve ▁a ▁secret ▁I ▁am ▁h iding .
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids [SEP] ▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing . [SEP] ▁What ▁do ▁you ▁we ld ? ▁H ous es ? [SEP] ▁Everything ! ▁I ▁am ▁actually ▁man ly . ▁But ▁I ' ve ▁a ▁secret ▁I ▁am ▁h iding . [SEP] ▁What ▁is ▁your ▁secret ▁that ▁you ▁have	▁My ▁parents ▁don ' t ▁know ▁that ▁I ' m ... ▁H om ose x ual .
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids [SEP] ▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing . [SEP] ▁What ▁do ▁you ▁we ld ? ▁H ous es ? [SEP] ▁Everything ! ▁I ▁am ▁actually ▁man ly . ▁But ▁I ' ve ▁a ▁secret ▁I ▁am ▁h iding . [SEP] ▁What ▁is ▁your ▁secret ▁that ▁you ▁have [SEP] ▁My ▁parents ▁don ' t ▁know ▁that ▁I ' m ... ▁H om ose x ual . [SEP] ▁How ▁does ▁that ▁feel ▁for ▁you	▁Makes ▁me ▁sec ure ▁with ▁my ▁man ly ▁hobby ▁skills .
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids [SEP] ▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing . [SEP] ▁What ▁do ▁you ▁we ld ? ▁H ous es ? [SEP] ▁Everything ! ▁I ▁am ▁actually ▁man ly . ▁But ▁I ' ve ▁a ▁secret ▁I ▁am ▁h iding . [SEP] ▁What ▁is ▁your ▁secret ▁that ▁you ▁have [SEP] ▁My ▁parents ▁don ' t ▁know ▁that ▁I ' m ... ▁H om ose x ual . [SEP] ▁How ▁does ▁that ▁feel ▁for ▁you [SEP] ▁Makes ▁me ▁sec ure ▁with ▁my ▁man ly ▁hobby ▁skills . [SEP] ▁I ▁bet ▁that ▁it ▁does	▁Anyway . ▁What ▁do ▁you ▁do ?
▁your ▁person a : ▁I ▁am ▁prim arily ▁a ▁meat ▁e ater . [SEP] ▁your ▁person a : ▁I ▁am ▁a ▁guitar ▁player . [SEP] ▁your ▁person a : ▁We ld ing ▁is ▁my ▁career ▁field . [SEP] ▁your ▁person a : ▁My ▁parents ▁don ' t ▁know ▁I ▁am ▁g ay . [SEP] ▁How ▁are ▁you ▁doing ▁today [SEP] ▁What ▁do ▁you ▁do ▁for ▁career ? ▁I ▁have ▁a ▁ton ▁of ▁hob bies ▁if ▁you ▁are ▁interested ! [SEP] ▁I ▁like ▁to ▁watch ▁kids [SEP] ▁I ▁actually ▁play ▁guitar ▁and ▁do ▁a ▁lot ▁of ▁man ly ▁things , ▁like ▁we ld ing . [SEP] ▁What ▁do ▁you ▁we ld ? ▁H ous es ? [SEP] ▁Everything ! ▁I ▁am ▁actually ▁man ly . ▁But ▁I ' ve ▁a ▁secret ▁I ▁am ▁h iding . [SEP] ▁What ▁is ▁your ▁secret ▁that ▁you ▁have [SEP] ▁My ▁parents ▁don ' t ▁know ▁that ▁I ' m ... ▁H om ose x ual . [SEP] ▁How ▁does ▁that ▁feel ▁for ▁you [SEP] ▁Makes ▁me ▁sec ure ▁with ▁my ▁man ly ▁hobby ▁skills . [SEP] ▁I ▁bet ▁that ▁it ▁does [SEP] ▁Anyway . ▁What ▁do ▁you ▁do ? [SEP] ▁I ▁watch ▁kids ▁for ▁a ▁living	▁That ▁is ▁awesome . ▁Do ▁you ▁like ▁it ?
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going	▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season	▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ?	▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav .
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ? [SEP] ▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav . [SEP] ▁Lol , ▁I ▁can ▁imagine . ▁I ' ll ▁be ▁reading ▁a ▁lot ▁when ▁football ▁is ▁over	▁No ▁I ▁don ' t ▁work ▁at ▁a ▁fun eral ▁home
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ? [SEP] ▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav . [SEP] ▁Lol , ▁I ▁can ▁imagine . ▁I ' ll ▁be ▁reading ▁a ▁lot ▁when ▁football ▁is ▁over [SEP] ▁No ▁I ▁don ' t ▁work ▁at ▁a ▁fun eral ▁home [SEP] ▁Ok ▁I ▁see , ▁that ' s ▁your ▁hall ow een ▁cost ume	▁What ▁do ▁you ▁like ▁to ▁read ? ▁I ▁like ▁rock ▁alternative ▁music .
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ? [SEP] ▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav . [SEP] ▁Lol , ▁I ▁can ▁imagine . ▁I ' ll ▁be ▁reading ▁a ▁lot ▁when ▁football ▁is ▁over [SEP] ▁No ▁I ▁don ' t ▁work ▁at ▁a ▁fun eral ▁home [SEP] ▁Ok ▁I ▁see , ▁that ' s ▁your ▁hall ow een ▁cost ume [SEP] ▁What ▁do ▁you ▁like ▁to ▁read ? ▁I ▁like ▁rock ▁alternative ▁music . [SEP] ▁I ▁like ▁anything ▁to ▁do ▁with ▁my st ery	▁Oh ▁no ▁it ▁isn ' t ▁it ▁is ▁my ▁car ▁lol
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ? [SEP] ▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav . [SEP] ▁Lol , ▁I ▁can ▁imagine . ▁I ' ll ▁be ▁reading ▁a ▁lot ▁when ▁football ▁is ▁over [SEP] ▁No ▁I ▁don ' t ▁work ▁at ▁a ▁fun eral ▁home [SEP] ▁Ok ▁I ▁see , ▁that ' s ▁your ▁hall ow een ▁cost ume [SEP] ▁What ▁do ▁you ▁like ▁to ▁read ? ▁I ▁like ▁rock ▁alternative ▁music . [SEP] ▁I ▁like ▁anything ▁to ▁do ▁with ▁my st ery [SEP] ▁Oh ▁no ▁it ▁isn ' t ▁it ▁is ▁my ▁car ▁lol [SEP] ▁Lol , ▁oh ▁I ▁see , ▁taught ▁you ▁own ▁it	▁Me ▁also ▁what ▁is ▁your ▁favorite ?
▁your ▁person a : ▁I ▁own ▁a ▁hear se . [SEP] ▁your ▁person a : ▁I ▁love ▁to ▁c ro ch et . [SEP] ▁your ▁person a : ▁I ▁like ▁alternative ▁rock . [SEP] ▁your ▁person a : ▁H allow een ▁is ▁my ▁favorite ▁holiday . [SEP] ▁Hello ▁friend , ▁how ▁is ▁it ▁going [SEP] ▁I ▁am ▁well ▁an ▁you ? ▁I ▁have ▁a ▁creepy ▁ride . ▁Guess [SEP] ▁I ' m ▁great ▁enjoying ▁the ▁football ▁season [SEP] ▁I ▁drive ▁around ▁in ▁a ▁long ▁black ▁hear se ▁an ▁love ▁this ▁season [SEP] ▁You ▁work ▁for ▁a ▁fun eral ▁home ? [SEP] ▁Yes ▁it ▁is ▁nice , ▁hall ow een ▁is ▁my ▁fav . [SEP] ▁Lol , ▁I ▁can ▁imagine . ▁I ' ll ▁be ▁reading ▁a ▁lot ▁when ▁football ▁is ▁over [SEP] ▁No ▁I ▁don ' t ▁work ▁at ▁a ▁fun eral ▁home [SEP] ▁Ok ▁I ▁see , ▁that ' s ▁your ▁hall ow een ▁cost ume [SEP] ▁What ▁do ▁you ▁like ▁to ▁read ? ▁I ▁like ▁rock ▁alternative ▁music . [SEP] ▁I ▁like ▁anything ▁to ▁do ▁with ▁my st ery [SEP] ▁Oh ▁no ▁it ▁isn ' t ▁it ▁is ▁my ▁car ▁lol [SEP] ▁Lol , ▁oh ▁I ▁see , ▁taught ▁you ▁own ▁it [SEP] ▁Me ▁also ▁what ▁is ▁your ▁favorite ? [SEP] ▁Well ▁I ▁like ▁sh er lock ▁hol m es ▁and ▁others	▁I ▁do ▁own ▁it ▁I ▁think ▁there ▁is ▁conf usion ?
▁your ▁person a : ▁I ▁have ▁a ▁box er ▁dog . [SEP] ▁your ▁person a : ▁I ▁like ▁bath s . [SEP] ▁your ▁person a : ▁I ▁like ▁to ▁listen ▁to ▁music . [SEP] ▁your ▁person a : ▁My ▁father ▁lives ▁in ▁ch ina . [SEP] ▁Rock ▁on , ▁I ' m ▁listening ▁to ▁my ▁favorite ▁band ▁guns ▁and ▁ro ses .	▁No ▁kidding ? ▁I ▁was ▁just ▁listening ▁to ▁the ▁same ▁thing ▁while ▁taking ▁a ▁bath .
▁your ▁person a : ▁I ▁have ▁a ▁box er ▁dog . [SEP] ▁your ▁person a : ▁I ▁like ▁bath s . [SEP] ▁your ▁person a : ▁I ▁like ▁to ▁listen ▁to ▁music . [SEP] ▁your ▁person a : ▁My ▁father ▁lives ▁in ▁ch ina . [SEP] ▁Rock ▁on , ▁I ' m ▁listening ▁to ▁my ▁favorite ▁band ▁guns ▁and ▁ro ses . [SEP] ▁No ▁kidding ? ▁I ▁was ▁just ▁listening ▁to ▁the ▁same ▁thing ▁while ▁taking ▁a ▁bath . [SEP] ▁Of ▁course . ▁I ▁love ▁to ▁listen ▁to ▁rock .	▁Man ▁my ▁box er ▁just ▁pe ed ▁on ▁the ▁car pet !
▁your ▁person a : ▁I ▁have ▁a ▁box er ▁dog . [SEP] ▁your ▁person a : ▁I ▁like ▁bath s . [SEP] ▁your ▁person a : ▁I ▁like ▁to ▁listen ▁to ▁music . [SEP] ▁your ▁person a : ▁My ▁father ▁lives ▁in ▁ch ina . [SEP] ▁Rock ▁on , ▁I ' m ▁listening ▁to ▁my ▁favorite ▁band ▁guns ▁and ▁ro ses . [SEP] ▁No ▁kidding ? ▁I ▁was ▁just ▁listening ▁to ▁the ▁same ▁thing ▁while ▁taking ▁a ▁bath . [SEP] ▁Of ▁course . ▁I ▁love ▁to ▁listen ▁to ▁rock . [SEP] ▁Man ▁my ▁box er ▁just ▁pe ed ▁on ▁the ▁car pet ! [SEP] ▁Well ▁I ' m ▁into ▁black ▁everything . ▁So ▁at ▁least ▁it ▁wouldn ' t ▁show ▁on ▁my ▁black ▁car pet .	▁L l . ▁I ▁love ▁black ▁too ! ▁Guess ▁I ▁was ▁playing ▁my ▁music ▁too ▁loud .
